"geographicAreaM49","measuredElementSuaFbs","measuredItemFbsSua","timePointYears","Value","flagObservationStatus"
"426","5113","0111","2010",0,"T"
"426","5113","0111","2011",0,"T"
"426","5113","0111","2012",0,"T"
"426","5113","0111","2013",0,"T"
"426","5510","0111","2010",20119,""
"426","5510","0111","2011",20065,""
"426","5510","0111","2012",10516,""
"426","5510","0111","2013",13472,""
"426","5610","0111","2010",70000,"E"
"426","5610","0111","2011",70000,"E"
"426","5610","0111","2012",80000,"E"
"426","5610","0111","2013",84692,"T"
"426","5071","0111","2010",0,"T"
"426","5071","0111","2011",0,"T"
"426","5071","0111","2012",0,"T"
"426","5071","0111","2013",0,"T"
"426","5910","0111","2010",0,"M"
"426","5910","0111","2011",0,"M"
"426","5910","0111","2012",0,"M"
"426","5910","0111","2013",0,"M"
"426","5520","0111","2010",10639,"E"
"426","5520","0111","2011",10570,"E"
"426","5520","0111","2012",12091,"E"
"426","5520","0111","2013",8267.565314,"E"
"426","5525","0111","2010",958,""
"426","5525","0111","2011",976,""
"426","5525","0111","2012",874.207713,"I"
"426","5525","0111","2013",791.621353,"I"
"426","5016","0111","2010",6522.540573,"E"
"426","5016","0111","2011",6518.632216,"E"
"426","5016","0111","2012",6551.274232,"E"
"426","5016","0111","2013",7104.813333,"E"
"426","5023","0111","2010",72000,"E"
"426","5023","0111","2011",72000,"E"
"426","5023","0111","2012",71000,"E"
"426","5023","0111","2013",82000,"E"
"426","5166","0111","2010",-1,"I"
"426","5510","23110","2010",57600,"I"
"426","5510","23110","2011",57600,"I"
"426","5510","23110","2012",56800,"I"
"426","5510","23110","2013",65600,"I"
"426","5610","23110","2010",12000,"E"
"426","5610","23110","2011",12000,"E"
"426","5610","23110","2012",15000,"E"
"426","5610","23110","2013",19777,"T"
"426","5910","23110","2010",50,"E"
"426","5910","23110","2011",50,"E"
"426","5910","23110","2012",50,"E"
"426","5910","23110","2013",18212,"T"
"426","5141","23110","2010",69550,"E"
"426","5141","23110","2011",69550,"E"
"426","5141","23110","2012",71750,"E"
"426","5141","23110","2013",67165,"E"
"426","261","23110","2010",239947.5,"T"
"426","261","23110","2011",239947.5,"T"
"426","261","23110","2012",247537.5,"T"
"426","261","23110","2013",231719.25,"T"
"426","271","23110","2010",7580.95,"T"
"426","271","23110","2011",7580.95,"T"
"426","271","23110","2012",7820.75,"T"
"426","271","23110","2013",7320.985,"T"
"426","281","23110","2010",1112.8,"T"
"426","281","23110","2011",1112.8,"T"
"426","281","23110","2012",1148,"T"
"426","281","23110","2013",1074.64,"T"
"426","664","23110","2010",329.312502,"T"
"426","664","23110","2011",326.408875,"T"
"426","664","23110","2012",333.366152,"T"
"426","664","23110","2013",308.702176,"T"
"426","674","23110","2010",10.404366,"T"
"426","674","23110","2011",10.312628,"T"
"426","674","23110","2012",10.532438,"T"
"426","674","23110","2013",9.753199,"T"
"426","684","23110","2010",1.527246,"T"
"426","684","23110","2011",1.51378,"T"
"426","684","23110","2012",1.546046,"T"
"426","684","23110","2013",1.431662,"T"
"426","665","23110","2010",95.452899,"T"
"426","665","23110","2011",94.611268,"T"
"426","665","23110","2012",96.62787,"T"
"426","665","23110","2013",89.478892,"T"
"426","5510","39120.01","2010",12960,"I"
"426","5510","39120.01","2011",12960,"I"
"426","5510","39120.01","2012",12780,"I"
"426","5510","39120.01","2013",14760,"I"
"426","5520","39120.01","2010",12960,"E"
"426","5520","39120.01","2011",12960,"E"
"426","5520","39120.01","2012",12780,"E"
"426","5520","39120.01","2013",14760,"E"
"426","5113","23710","2010",60,"E"
"426","5113","23710","2011",60,"E"
"426","5113","23710","2012",60,"E"
"426","5113","23710","2013",60,"E"
"426","5610","23710","2010",30,"E"
"426","5610","23710","2011",30,"E"
"426","5610","23710","2012",30,"E"
"426","5610","23710","2013",30,"E"
"426","5071","23710","2010",0,"E"
"426","5071","23710","2011",0,"E"
"426","5071","23710","2012",0,"E"
"426","5071","23710","2013",-54,"E"
"426","5141","23710","2010",30,"E"
"426","5141","23710","2011",30,"E"
"426","5141","23710","2012",30,"E"
"426","5141","23710","2013",84,"E"
"426","261","23710","2010",105.3,"T"
"426","261","23710","2011",105.3,"T"
"426","261","23710","2012",105.3,"T"
"426","261","23710","2013",294.84,"T"
"426","271","23710","2010",3.57,"T"
"426","271","23710","2011",3.57,"T"
"426","271","23710","2012",3.57,"T"
"426","271","23710","2013",9.996,"T"
"426","281","23710","2010",0.54,"T"
"426","281","23710","2011",0.54,"T"
"426","281","23710","2012",0.54,"T"
"426","281","23710","2013",1.512,"T"
"426","664","23710","2010",0.144517,"T"
"426","664","23710","2011",0.143243,"T"
"426","664","23710","2012",0.141811,"T"
"426","664","23710","2013",0.392793,"T"
"426","674","23710","2010",0.0049,"T"
"426","674","23710","2011",0.004856,"T"
"426","674","23710","2012",0.004808,"T"
"426","674","23710","2013",0.013317,"T"
"426","684","23710","2010",0.000741,"T"
"426","684","23710","2011",0.000735,"T"
"426","684","23710","2012",0.000727,"T"
"426","684","23710","2013",0.002014,"T"
"426","665","23710","2010",0.041173,"T"
"426","665","23710","2011",0.04081,"T"
"426","665","23710","2012",0.040402,"T"
"426","665","23710","2013",0.111907,"T"
"426","5610","F0020","2010",500,"E"
"426","5610","F0020","2011",500,"E"
"426","5610","F0020","2012",500,"E"
"426","5610","F0020","2013",140,"T"
"426","5141","F0020","2010",500,"E"
"426","5141","F0020","2011",500,"E"
"426","5141","F0020","2012",500,"E"
"426","5141","F0020","2013",140,"E"
"426","261","F0020","2010",1365,"T"
"426","261","F0020","2011",1365,"T"
"426","261","F0020","2012",1365,"T"
"426","261","F0020","2013",382.2,"T"
"426","271","F0020","2010",46,"T"
"426","271","F0020","2011",46,"T"
"426","271","F0020","2012",46,"T"
"426","271","F0020","2013",12.88,"T"
"426","281","F0020","2010",17,"T"
"426","281","F0020","2011",17,"T"
"426","281","F0020","2012",17,"T"
"426","281","F0020","2013",4.76,"T"
"426","664","F0020","2010",1.873375,"T"
"426","664","F0020","2011",1.856857,"T"
"426","664","F0020","2012",1.838286,"T"
"426","664","F0020","2013",0.509176,"T"
"426","674","F0020","2010",0.063132,"T"
"426","674","F0020","2011",0.062575,"T"
"426","674","F0020","2012",0.06195,"T"
"426","674","F0020","2013",0.017159,"T"
"426","684","F0020","2010",0.023331,"T"
"426","684","F0020","2011",0.023126,"T"
"426","684","F0020","2012",0.022894,"T"
"426","684","F0020","2013",0.006341,"T"
"426","665","F0020","2010",0.686218,"T"
"426","665","F0020","2011",0.680167,"T"
"426","665","F0020","2012",0.673365,"T"
"426","665","F0020","2013",0.186511,"T"
"426","5610","F0022","2010",0,"E"
"426","5610","F0022","2011",0,"E"
"426","5610","F0022","2012",0,"E"
"426","5610","F0022","2013",3689,"T"
"426","5141","F0022","2010",0,"E"
"426","5141","F0022","2011",0,"E"
"426","5141","F0022","2012",0,"E"
"426","5141","F0022","2013",3689,"E"
"426","261","F0022","2010",0,"T"
"426","261","F0022","2011",0,"T"
"426","261","F0022","2012",0,"T"
"426","261","F0022","2013",14460.88,"T"
"426","271","F0022","2010",0,"T"
"426","271","F0022","2011",0,"T"
"426","271","F0022","2012",0,"T"
"426","271","F0022","2013",239.785,"T"
"426","281","F0022","2010",0,"T"
"426","281","F0022","2011",0,"T"
"426","281","F0022","2012",0,"T"
"426","281","F0022","2013",545.972,"T"
"426","664","F0022","2010",0,"T"
"426","664","F0022","2011",0,"T"
"426","664","F0022","2012",0,"T"
"426","664","F0022","2013",19.265146,"T"
"426","674","F0022","2010",0,"T"
"426","674","F0022","2011",0,"T"
"426","674","F0022","2012",0,"T"
"426","674","F0022","2013",0.319448,"T"
"426","684","F0022","2010",0,"T"
"426","684","F0022","2011",0,"T"
"426","684","F0022","2012",0,"T"
"426","684","F0022","2013",0.727358,"T"
"426","665","F0022","2010",0,"T"
"426","665","F0022","2011",0,"T"
"426","665","F0022","2012",0,"T"
"426","665","F0022","2013",4.914578,"T"
"426","5113","23161.02","2010",0,"E"
"426","5113","23161.02","2011",0,"E"
"426","5113","23161.02","2012",0,"E"
"426","5113","23161.02","2013",1950.207436,"E"
"426","5610","23161.02","2010",11800,"E"
"426","5610","23161.02","2011",12000,"E"
"426","5610","23161.02","2012",12000,"E"
"426","5610","23161.02","2013",2899,"T"
"426","5071","23161.02","2010",0,"E"
"426","5071","23161.02","2011",0,"E"
"426","5071","23161.02","2012",1950.207436,"E"
"426","5071","23161.02","2013",-1950.207436,"E"
"426","5141","23161.02","2010",11800,"E"
"426","5141","23161.02","2011",12000,"E"
"426","5141","23161.02","2012",10049.792564,"E"
"426","5141","23161.02","2013",4849.207436,"I"
"426","261","23161.02","2010",41182,"T"
"426","261","23161.02","2011",41880,"T"
"426","261","23161.02","2012",35073.776048,"T"
"426","261","23161.02","2013",16923.733952,"T"
"426","271","23161.02","2010",837.8,"T"
"426","271","23161.02","2011",852,"T"
"426","271","23161.02","2012",713.535272,"T"
"426","271","23161.02","2013",344.293728,"T"
"426","281","23161.02","2010",106.2,"T"
"426","281","23161.02","2011",108,"T"
"426","281","23161.02","2012",90.448133,"T"
"426","281","23161.02","2013",43.642867,"T"
"426","664","23161.02","2010",56.519645,"T"
"426","664","23161.02","2011",56.970811,"T"
"426","664","23161.02","2012",47.234903,"T"
"426","664","23161.02","2013",22.546221,"T"
"426","674","23161.02","2010",1.149827,"T"
"426","674","23161.02","2011",1.159005,"T"
"426","674","23161.02","2012",0.960939,"T"
"426","674","23161.02","2013",0.458677,"T"
"426","684","23161.02","2010",0.145753,"T"
"426","684","23161.02","2011",0.146916,"T"
"426","684","23161.02","2012",0.121809,"T"
"426","684","23161.02","2013",0.058142,"T"
"426","665","23161.02","2010",16.194741,"T"
"426","665","23161.02","2011",16.324015,"T"
"426","665","23161.02","2012",13.534356,"T"
"426","665","23161.02","2013",6.460235,"T"
"426","5113","23140.03","2010",1423.786637,"E"
"426","5113","23140.03","2011",1423.786637,"E"
"426","5113","23140.03","2012",1423.786637,"E"
"426","5113","23140.03","2013",1423.786637,"E"
"426","5610","23140.03","2010",0,"E"
"426","5610","23140.03","2011",0,"E"
"426","5610","23140.03","2012",0,"E"
"426","5610","23140.03","2013",6834,"T"
"426","5071","23140.03","2010",0,"E"
"426","5071","23140.03","2011",0,"E"
"426","5071","23140.03","2012",0,"E"
"426","5071","23140.03","2013",-56.986637,"E"
"426","5141","23140.03","2010",0,"E"
"426","5141","23140.03","2011",0,"E"
"426","5141","23140.03","2012",0,"E"
"426","5141","23140.03","2013",6890.986637,"I"
"426","261","23140.03","2010",0,"T"
"426","261","23140.03","2011",0,"T"
"426","261","23140.03","2012",0,"T"
"426","261","23140.03","2013",25358.830824,"T"
"426","271","23140.03","2010",0,"T"
"426","271","23140.03","2011",0,"T"
"426","271","23140.03","2012",0,"T"
"426","271","23140.03","2013",668.425704,"T"
"426","281","23140.03","2010",0,"T"
"426","281","23140.03","2011",0,"T"
"426","281","23140.03","2012",0,"T"
"426","281","23140.03","2013",172.274666,"T"
"426","664","23140.03","2010",0,"T"
"426","664","23140.03","2011",0,"T"
"426","664","23140.03","2012",0,"T"
"426","664","23140.03","2013",33.783668,"T"
"426","674","23140.03","2010",0,"T"
"426","674","23140.03","2011",0,"T"
"426","674","23140.03","2012",0,"T"
"426","674","23140.03","2013",0.890493,"T"
"426","684","23140.03","2010",0,"T"
"426","684","23140.03","2011",0,"T"
"426","684","23140.03","2012",0,"T"
"426","684","23140.03","2013",0.229509,"T"
"426","665","23140.03","2010",0,"T"
"426","665","23140.03","2011",0,"T"
"426","665","23140.03","2012",0,"T"
"426","665","23140.03","2013",9.180345,"T"
"426","5113","0115","2010",145.27115,"E"
"426","5113","0115","2011",140.679915,"E"
"426","5113","0115","2012",136.489846,"E"
"426","5113","0115","2013",133.214715,"E"
"426","5510","0115","2010",671,""
"426","5510","0115","2011",549.707306,"I"
"426","5510","0115","2012",503.75767,"I"
"426","5510","0115","2013",502.035169,"I"
"426","5610","0115","2010",0,"M"
"426","5610","0115","2011",0,"M"
"426","5610","0115","2012",0,"M"
"426","5610","0115","2013",0,"M"
"426","5071","0115","2010",-4.591236,"E"
"426","5071","0115","2011",-4.190069,"E"
"426","5071","0115","2012",-3.275131,"E"
"426","5071","0115","2013",-3.214715,"E"
"426","5520","0115","2010",0.592828,"E"
"426","5520","0115","2011",0.485666,"E"
"426","5520","0115","2012",0.445069,"E"
"426","5520","0115","2013",0.443547,"E"
"426","5525","0115","2010",132.033997,"E"
"426","5525","0115","2011",108.166994,"E"
"426","5525","0115","2012",99.125393,"E"
"426","5525","0115","2013",98.786453,"E"
"426","5016","0115","2010",31.678581,"I"
"426","5016","0115","2011",25.952232,"I"
"426","5016","0115","2012",23.782903,"I"
"426","5016","0115","2013",23.701582,"I"
"426","5023","0115","2010",511.28583,"E"
"426","5023","0115","2011",419.292483,"E"
"426","5023","0115","2012",383.679436,"E"
"426","5023","0115","2013",382.318302,"E"
"426","5510","23140.04","2010",358.1,"I"
"426","5510","23140.04","2011",294.05,"I"
"426","5510","23140.04","2012",268.58,"I"
"426","5510","23140.04","2013",267.47,"I"
"426","5141","23140.04","2010",358.1,"E"
"426","5141","23140.04","2011",294.05,"E"
"426","5141","23140.04","2012",268.58,"E"
"426","5141","23140.04","2013",267.47,"E"
"426","261","23140.04","2010",1178.149,"T"
"426","261","23140.04","2011",967.4245,"T"
"426","261","23140.04","2012",883.6282,"T"
"426","261","23140.04","2013",879.9763,"T"
"426","271","23140.04","2010",39.0329,"T"
"426","271","23140.04","2011",32.05145,"T"
"426","271","23140.04","2012",29.27522,"T"
"426","271","23140.04","2013",29.15423,"T"
"426","281","23140.04","2010",6.8039,"T"
"426","281","23140.04","2011",5.58695,"T"
"426","281","23140.04","2012",5.10302,"T"
"426","281","23140.04","2013",5.08193,"T"
"426","664","23140.04","2010",1.616934,"T"
"426","664","23140.04","2011",1.316021,"T"
"426","664","23140.04","2012",1.190009,"T"
"426","664","23140.04","2013",1.172326,"T"
"426","674","23140.04","2010",0.05357,"T"
"426","674","23140.04","2011",0.043601,"T"
"426","674","23140.04","2012",0.039426,"T"
"426","674","23140.04","2013",0.03884,"T"
"426","684","23140.04","2010",0.009338,"T"
"426","684","23140.04","2011",0.0076,"T"
"426","684","23140.04","2012",0.006872,"T"
"426","684","23140.04","2013",0.00677,"T"
"426","665","23140.04","2010",0.491469,"T"
"426","665","23140.04","2011",0.400006,"T"
"426","665","23140.04","2012",0.361705,"T"
"426","665","23140.04","2013",0.35633,"T"
"426","5510","39120.03","2010",117.75,"I"
"426","5510","39120.03","2011",96.48,"I"
"426","5510","39120.03","2012",88.4,"I"
"426","5510","39120.03","2013",87.63,"I"
"426","5520","39120.03","2010",117.75,"E"
"426","5520","39120.03","2011",96.48,"E"
"426","5520","39120.03","2012",88.4,"E"
"426","5520","39120.03","2013",87.63,"E"
"426","5113","24320","2010",6860.142857,"E"
"426","5113","24320","2011",6860.142857,"E"
"426","5113","24320","2012",5488,"E"
"426","5113","24320","2013",3482,"E"
"426","5610","24320","2010",3207,"T"
"426","5610","24320","2011",4085,"T"
"426","5610","24320","2012",2744,"T"
"426","5610","24320","2013",1836,"T"
"426","5071","24320","2010",0,"E"
"426","5071","24320","2011",-1372.142857,"E"
"426","5071","24320","2012",-2006,"E"
"426","5071","24320","2013",-3133.8,"E"
"426","5910","24320","2010",0,"E"
"426","5910","24320","2011",0,"E"
"426","5910","24320","2012",0,"E"
"426","5910","24320","2013",95,"T"
"426","5023","24320","2010",5328.571429,"E"
"426","5023","24320","2011",5457.142857,"E"
"426","5023","24320","2012",5314.285714,"E"
"426","5023","24320","2013",5928.571429,"E"
"426","5166","24320","2010",-2122,"I"
"426","5166","24320","2012",-564,"I"
"426","5166","24320","2013",-1054,"I"
"426","5113","24310.01","2010",0,"E"
"426","5113","24310.01","2011",0,"E"
"426","5113","24310.01","2012",0,"E"
"426","5113","24310.01","2013",0,"E"
"426","5510","24310.01","2010",37300,"T"
"426","5510","24310.01","2011",38200,"T"
"426","5510","24310.01","2012",37200,"T"
"426","5510","24310.01","2013",41500,"T"
"426","5610","24310.01","2010",116,"T"
"426","5610","24310.01","2011",0,"T"
"426","5610","24310.01","2012",237,"T"
"426","5610","24310.01","2013",2834,"T"
"426","5071","24310.01","2010",0,"E"
"426","5071","24310.01","2011",0,"E"
"426","5071","24310.01","2012",0,"E"
"426","5071","24310.01","2013",0,"E"
"426","5141","24310.01","2010",37416,"E"
"426","5141","24310.01","2011",38200,"E"
"426","5141","24310.01","2012",37437,"E"
"426","5141","24310.01","2013",44334,"E"
"426","261","24310.01","2010",16463.04,"T"
"426","261","24310.01","2011",16808,"T"
"426","261","24310.01","2012",16472.28,"T"
"426","261","24310.01","2013",19506.96,"T"
"426","271","24310.01","2010",149.664,"T"
"426","271","24310.01","2011",152.8,"T"
"426","271","24310.01","2012",149.748,"T"
"426","271","24310.01","2013",177.336,"T"
"426","281","24310.01","2010",0,"T"
"426","281","24310.01","2011",0,"T"
"426","281","24310.01","2012",0,"T"
"426","281","24310.01","2013",0,"T"
"426","664","24310.01","2010",22.594463,"T"
"426","664","24310.01","2011",22.864503,"T"
"426","664","24310.01","2012",22.183712,"T"
"426","664","24310.01","2013",25.98766,"T"
"426","674","24310.01","2010",0.205404,"T"
"426","674","24310.01","2011",0.207859,"T"
"426","674","24310.01","2012",0.20167,"T"
"426","674","24310.01","2013",0.236251,"T"
"426","684","24310.01","2010",0,"T"
"426","684","24310.01","2011",0,"T"
"426","684","24310.01","2012",0,"T"
"426","684","24310.01","2013",0,"T"
"426","665","24310.01","2010",51.351052,"T"
"426","665","24310.01","2011",51.96478,"T"
"426","665","24310.01","2012",50.417527,"T"
"426","665","24310.01","2013",59.062863,"T"
"426","5113","0112","2010",0,"E"
"426","5113","0112","2011",40000,"E"
"426","5113","0112","2012",60000,"E"
"426","5113","0112","2013",60000,"E"
"426","5510","0112","2010",128213,""
"426","5510","0112","2011",73390,""
"426","5510","0112","2012",42471,""
"426","5510","0112","2013",86325,""
"426","5610","0112","2010",150000,"E"
"426","5610","0112","2011",160000,"E"
"426","5610","0112","2012",165000,"E"
"426","5610","0112","2013",85788,"T"
"426","5071","0112","2010",40000,"E"
"426","5071","0112","2011",20000,"E"
"426","5071","0112","2012",0,"E"
"426","5071","0112","2013",-60000,"E"
"426","5910","0112","2010",0,"M"
"426","5910","0112","2011",0,"M"
"426","5910","0112","2012",0,"M"
"426","5910","0112","2013",0,"M"
"426","5520","0112","2010",657.43512,"E"
"426","5520","0112","2011",5504.227944,"E"
"426","5520","0112","2012",4200.824018,"E"
"426","5520","0112","2013",6243.167327,"E"
"426","5525","0112","2010",4787.858636,"E"
"426","5525","0112","2011",2740.6031,"E"
"426","5525","0112","2012",3293.155803,"E"
"426","5525","0112","2013",3223.634864,"E"
"426","5016","0112","2010",9223.360305,"I"
"426","5016","0112","2011",4895.278494,"I"
"426","5016","0112","2012",5281.647247,"I"
"426","5016","0112","2013",4826.222394,"I"
"426","5023","0112","2010",223544.345939,"E"
"426","5023","0112","2011",200249.890462,"E"
"426","5023","0112","2012",194695.372932,"E"
"426","5023","0112","2013",217819.975415,"E"
"426","5510","23120.03","2010",201189.91,"I"
"426","5510","23120.03","2011",180224.9,"I"
"426","5510","23120.03","2012",175225.84,"I"
"426","5510","23120.03","2013",196037.98,"I"
"426","5610","23120.03","2010",96000,"E"
"426","5610","23120.03","2011",121000,"E"
"426","5610","23120.03","2012",125000,"E"
"426","5610","23120.03","2013",85836,"T"
"426","5910","23120.03","2010",417,"T"
"426","5910","23120.03","2011",218,"T"
"426","5910","23120.03","2012",347,"T"
"426","5910","23120.03","2013",7744,"T"
"426","5023","23120.03","2010",10000,"E"
"426","5023","23120.03","2011",8000,"E"
"426","5023","23120.03","2012",7000,"E"
"426","5023","23120.03","2013",0,"E"
"426","5141","23120.03","2010",286772.91,"E"
"426","5141","23120.03","2011",293006.9,"E"
"426","5141","23120.03","2012",292878.84,"E"
"426","5141","23120.03","2013",274129.98,"E"
"426","261","23120.03","2010",1012308.3723,"T"
"426","261","23120.03","2011",1034314.357,"T"
"426","261","23120.03","2012",1033862.3052,"T"
"426","261","23120.03","2013",967678.8294,"T"
"426","271","23120.03","2010",20934.42243,"T"
"426","271","23120.03","2011",21389.5037,"T"
"426","271","23120.03","2012",21380.15532,"T"
"426","271","23120.03","2013",20011.48854,"T"
"426","281","23120.03","2010",8603.1873,"T"
"426","281","23120.03","2011",8790.207,"T"
"426","281","23120.03","2012",8786.3652,"T"
"426","281","23120.03","2013",8223.8994,"T"
"426","664","23120.03","2010",1389.328093,"T"
"426","664","23120.03","2011",1407.013556,"T"
"426","664","23120.03","2012",1392.333276,"T"
"426","664","23120.03","2013",1289.165922,"T"
"426","674","23120.03","2010",28.731148,"T"
"426","674","23120.03","2011",29.096881,"T"
"426","674","23120.03","2012",28.793294,"T"
"426","674","23120.03","2013",26.659805,"T"
"426","684","23120.03","2010",11.807321,"T"
"426","684","23120.03","2011",11.957622,"T"
"426","684","23120.03","2012",11.832861,"T"
"426","684","23120.03","2013",10.956084,"T"
"426","665","23120.03","2010",393.577364,"T"
"426","665","23120.03","2011",398.58741,"T"
"426","665","23120.03","2012",394.42869,"T"
"426","665","23120.03","2013",365.202811,"T"
"426","5510","39120.04","2010",26825.32,"I"
"426","5510","39120.04","2011",24029.99,"I"
"426","5510","39120.04","2012",23363.44,"I"
"426","5510","39120.04","2013",26138.4,"I"
"426","5520","39120.04","2010",26825.32,"E"
"426","5520","39120.04","2011",24029.99,"E"
"426","5520","39120.04","2012",23363.44,"E"
"426","5520","39120.04","2013",26138.4,"E"
"426","5510","39130.02","2010",1212.79,"I"
"426","5510","39130.02","2011",970.23,"I"
"426","5510","39130.02","2012",848.95,"I"
"426","5510","39130.02","2013",0,"I"
"426","5141","39130.02","2010",1212.79,"E"
"426","5141","39130.02","2011",970.23,"E"
"426","5141","39130.02","2012",848.95,"E"
"426","5510","23220.04","2010",7873.9,"I"
"426","5510","23220.04","2011",6299.12,"I"
"426","5510","23220.04","2012",5511.73,"I"
"426","5510","23220.04","2013",0,"I"
"426","5165","23220.04","2010",7874,"E"
"426","5165","23220.04","2011",6299,"E"
"426","5165","23220.04","2012",5512,"E"
"426","5165","23220.04","2013",1481,"E"
"426","5166","23220.04","2013",-1481,"I"
"426","5113","0117","2010",106.200676,"E"
"426","5113","0117","2011",98.574218,"E"
"426","5113","0117","2012",91.159831,"E"
"426","5113","0117","2013",83.469827,"E"
"426","5510","0117","2010",360,"E"
"426","5510","0117","2011",362.367668,"I"
"426","5510","0117","2012",375,"E"
"426","5510","0117","2013",375,"E"
"426","5071","0117","2010",-7.626459,"E"
"426","5071","0117","2011",-7.414387,"E"
"426","5071","0117","2012",-7.690003,"E"
"426","5071","0117","2013",-8.469827,"E"
"426","5520","0117","2010",0.181681,"E"
"426","5520","0117","2011",0.182876,"E"
"426","5520","0117","2012",0.189252,"E"
"426","5520","0117","2013",0.189252,"E"
"426","5525","0117","2010",18.482911,"E"
"426","5525","0117","2011",18.604471,"E"
"426","5525","0117","2012",19.253033,"E"
"426","5525","0117","2013",19.253033,"E"
"426","5016","0117","2010",22.05828,"I"
"426","5016","0117","2011",22.203354,"I"
"426","5016","0117","2012",22.977375,"I"
"426","5016","0117","2013",22.977375,"I"
"426","5023","0117","2010",326.903587,"E"
"426","5023","0117","2011",328.791354,"E"
"426","5023","0117","2012",340.270343,"E"
"426","5023","0117","2013",341.050167,"E"
"426","5510","23140.07","2010",163.45,"I"
"426","5510","23140.07","2011",164.4,"I"
"426","5510","23140.07","2012",170.14,"I"
"426","5510","23140.07","2013",171,"I"
"426","5610","23140.07","2010",5500,"E"
"426","5610","23140.07","2011",5500,"E"
"426","5610","23140.07","2012",6000,"E"
"426","5610","23140.07","2013",6,"T"
"426","5141","23140.07","2010",5663.45,"E"
"426","5141","23140.07","2011",5664.4,"E"
"426","5141","23140.07","2012",6170.14,"E"
"426","5141","23140.07","2013",177,"E"
"426","261","23140.07","2010",21068.034,"T"
"426","261","23140.07","2011",21071.568,"T"
"426","261","23140.07","2012",22952.9208,"T"
"426","261","23140.07","2013",658.44,"T"
"426","271","23140.07","2010",770.2292,"T"
"426","271","23140.07","2011",770.3584,"T"
"426","271","23140.07","2012",839.13904,"T"
"426","271","23140.07","2013",24.072,"T"
"426","281","23140.07","2010",402.10495,"T"
"426","281","23140.07","2011",402.1724,"T"
"426","281","23140.07","2012",438.07994,"T"
"426","281","23140.07","2013",12.567,"T"
"426","664","23140.07","2010",28.914521,"T"
"426","664","23140.07","2011",28.664382,"T"
"426","664","23140.07","2012",30.911385,"T"
"426","664","23140.07","2013",0.87719,"T"
"426","674","23140.07","2010",1.05709,"T"
"426","674","23140.07","2011",1.047945,"T"
"426","674","23140.07","2012",1.130094,"T"
"426","674","23140.07","2013",0.032069,"T"
"426","684","23140.07","2010",0.551863,"T"
"426","684","23140.07","2011",0.547089,"T"
"426","684","23140.07","2012",0.589975,"T"
"426","684","23140.07","2013",0.016742,"T"
"426","665","23140.07","2010",7.772721,"T"
"426","665","23140.07","2011",7.705479,"T"
"426","665","23140.07","2012",8.309512,"T"
"426","665","23140.07","2013",0.235804,"T"
"426","5510","39120.06","2010",58.81,"I"
"426","5510","39120.06","2011",59.38,"I"
"426","5510","39120.06","2012",60.98,"I"
"426","5510","39120.06","2013",60.95,"I"
"426","5520","39120.06","2010",58.81,"E"
"426","5520","39120.06","2011",59.38,"E"
"426","5520","39120.06","2012",60.98,"E"
"426","5520","39120.06","2013",60.95,"E"
"426","5113","0114","2010",0.531929,"E"
"426","5113","0114","2011",0.531929,"E"
"426","5113","0114","2012",0,"E"
"426","5113","0114","2013",0,"E"
"426","5510","0114","2010",23830,""
"426","5510","0114","2011",9606,""
"426","5510","0114","2012",1901,""
"426","5510","0114","2013",7000,"T"
"426","5610","0114","2010",2800,"E"
"426","5610","0114","2011",3000,"E"
"426","5610","0114","2012",5000,"E"
"426","5610","0114","2013",5000,"E"
"426","5071","0114","2010",-0.102708,"E"
"426","5071","0114","2011",-0.288234,"E"
"426","5071","0114","2012",-0.243695,"E"
"426","5071","0114","2013",5081,"E"
"426","5910","0114","2010",0,"M"
"426","5910","0114","2011",0,"M"
"426","5910","0114","2012",0,"M"
"426","5910","0114","2013",0,"M"
"426","5520","0114","2010",7198,"E"
"426","5520","0114","2011",4029,"E"
"426","5520","0114","2012",1787,"E"
"426","5520","0114","2013",498,"E"
"426","5525","0114","2010",307.064578,"E"
"426","5525","0114","2011",123.779368,"E"
"426","5525","0114","2012",24.495584,"E"
"426","5525","0114","2013",90.199414,"E"
"426","5016","0114","2010",1125.03813,"I"
"426","5016","0114","2011",453.508866,"I"
"426","5016","0114","2012",89.748111,"I"
"426","5016","0114","2013",330.477,"I"
"426","5023","0114","2010",18000,"E"
"426","5023","0114","2011",8000,"E"
"426","5023","0114","2012",5000,"E"
"426","5023","0114","2013",6000,"E"
"426","5510","23120.06","2010",13005,"I"
"426","5510","23120.06","2011",5780,"I"
"426","5510","23120.06","2012",3612.5,"I"
"426","5510","23120.06","2013",4335,"I"
"426","5610","23120.06","2010",0,"M"
"426","5610","23120.06","2011",0,"M"
"426","5610","23120.06","2012",0,"M"
"426","5610","23120.06","2013",0,"M"
"426","5141","23120.06","2010",13005,"E"
"426","5141","23120.06","2011",5780,"E"
"426","5141","23120.06","2012",3612.5,"E"
"426","5141","23120.06","2013",4335,"E"
"426","261","23120.06","2010",45257.4,"T"
"426","261","23120.06","2011",20114.4,"T"
"426","261","23120.06","2012",12571.5,"T"
"426","261","23120.06","2013",15085.8,"T"
"426","271","23120.06","2010",1261.485,"T"
"426","271","23120.06","2011",560.66,"T"
"426","271","23120.06","2012",350.4125,"T"
