"geographicAreaM49","measuredElementSuaFbs","measuredItemFbsSua","timePointYears","Value","flagObservationStatus"
"426","665","0231","2011",2.169592,"T"
"426","665","0231","2012",2.147894,"T"
"426","665","0231","2013",2.932089,"T"
"426","5113","23993.03","2010",0.2,"E"
"426","5113","23993.03","2011",0.2,"E"
"426","5113","23993.03","2012",0.2,"E"
"426","5113","23993.03","2013",0.2,"E"
"426","5610","23993.03","2010",0,"E"
"426","5610","23993.03","2011",0,"E"
"426","5610","23993.03","2012",0,"E"
"426","5610","23993.03","2013",1,"T"
"426","5071","23993.03","2010",0,"E"
"426","5071","23993.03","2011",0,"E"
"426","5071","23993.03","2012",0,"E"
"426","5071","23993.03","2013",-0.0132,"E"
"426","5141","23993.03","2010",0,"E"
"426","5141","23993.03","2011",0,"E"
"426","5141","23993.03","2012",0,"E"
"426","5141","23993.03","2013",1.0132,"I"
"426","261","23993.03","2010",0,"T"
"426","261","23993.03","2011",0,"T"
"426","261","23993.03","2012",0,"T"
"426","261","23993.03","2013",5.451016,"T"
"426","271","23993.03","2010",0,"T"
"426","271","23993.03","2011",0,"T"
"426","271","23993.03","2012",0,"T"
"426","271","23993.03","2013",0.555234,"T"
"426","281","23993.03","2010",0,"T"
"426","281","23993.03","2011",0,"T"
"426","281","23993.03","2012",0,"T"
"426","281","23993.03","2013",0.35158,"T"
"426","664","23993.03","2010",0,"T"
"426","664","23993.03","2011",0,"T"
"426","664","23993.03","2012",0,"T"
"426","664","23993.03","2013",0.007262,"T"
"426","674","23993.03","2010",0,"T"
"426","674","23993.03","2011",0,"T"
"426","674","23993.03","2012",0,"T"
"426","674","23993.03","2013",0.00074,"T"
"426","684","23993.03","2010",0,"T"
"426","684","23993.03","2011",0,"T"
"426","684","23993.03","2012",0,"T"
"426","684","23993.03","2013",0.000468,"T"
"426","665","23993.03","2010",0,"T"
"426","665","23993.03","2011",0,"T"
"426","665","23993.03","2012",0,"T"
"426","665","23993.03","2013",0.00135,"T"
"426","5610","02131","2010",0,"T"
"426","5610","02131","2011",0,"T"
"426","5610","02131","2012",0,"T"
"426","5610","02131","2013",67,"T"
"426","5910","02131","2010",0,"T"
"426","5910","02131","2011",0,"T"
"426","5910","02131","2012",0,"T"
"426","5910","02131","2013",90,"T"
"426","5166","02131","2013",-23,"I"
"426","5610","02132","2010",30,"E"
"426","5610","02132","2011",30,"E"
"426","5610","02132","2012",30,"E"
"426","5610","02132","2013",30,"E"
"426","5166","02132","2010",30,"I"
"426","5166","02132","2011",30,"I"
"426","5166","02132","2012",30,"I"
"426","5166","02132","2013",30,"I"
"426","5610","02133","2010",0,"E"
"426","5610","02133","2011",0,"E"
"426","5610","02133","2012",0,"E"
"426","5610","02133","2013",12,"T"
"426","5910","02133","2010",0,"E"
"426","5910","02133","2011",0,"E"
"426","5910","02133","2012",0,"E"
"426","5910","02133","2013",0,"E"
"426","5166","02133","2013",12,"I"
"426","5113","21170.02","2010",1148.160959,"E"
"426","5113","21170.02","2011",1245.831716,"E"
"426","5113","21170.02","2012",1406.198531,"E"
"426","5113","21170.02","2013",1390.518553,"E"
"426","5510","21170.02","2010",4881.083467,"I"
"426","5510","21170.02","2011",5200,"E"
"426","5510","21170.02","2012",5266.392776,"I"
"426","5510","21170.02","2013",5129.558645,"I"
"426","5071","21170.02","2010",97.670757,"E"
"426","5071","21170.02","2011",160.366815,"E"
"426","5071","21170.02","2012",-15.679978,"E"
"426","5071","21170.02","2013",-250.518553,"E"
"426","5141","21170.02","2010",4783.41271,"I"
"426","5141","21170.02","2011",5039.633185,"I"
"426","5141","21170.02","2012",5282.072754,"I"
"426","5141","21170.02","2013",5380.077198,"I"
"426","261","21170.02","2010",6735.045096,"T"
"426","261","21170.02","2011",7095.803524,"T"
"426","261","21170.02","2012",7437.158438,"T"
"426","261","21170.02","2013",7575.148695,"T"
"426","271","21170.02","2010",900.812282,"T"
"426","271","21170.02","2011",949.063721,"T"
"426","271","21170.02","2012",994.719941,"T"
"426","271","21170.02","2013",1013.176138,"T"
"426","281","21170.02","2010",345.171061,"T"
"426","281","21170.02","2011",363.659931,"T"
"426","281","21170.02","2012",381.15437,"T"
"426","281","21170.02","2013",388.226371,"T"
"426","664","21170.02","2010",9.243416,"T"
"426","664","21170.02","2011",9.652667,"T"
"426","664","21170.02","2012",10.015844,"T"
"426","664","21170.02","2013",10.091802,"T"
"426","674","21170.02","2010",1.236307,"T"
"426","674","21170.02","2011",1.291044,"T"
"426","674","21170.02","2012",1.339619,"T"
"426","674","21170.02","2013",1.349779,"T"
"426","684","21170.02","2010",0.473725,"T"
"426","684","21170.02","2011",0.494699,"T"
"426","684","21170.02","2012",0.513312,"T"
"426","684","21170.02","2013",0.517205,"T"
"426","665","21170.02","2010",6.564926,"T"
"426","665","21170.02","2011",6.855587,"T"
"426","665","21170.02","2012",7.113525,"T"
"426","665","21170.02","2013",7.167473,"T"
"426","5610","21183","2010",0,"E"
"426","5610","21183","2011",0,"E"
"426","5610","21183","2012",0,"E"
"426","5610","21183","2013",0,"E"
"426","5141","21183","2010",0,"E"
"426","5141","21183","2011",0,"E"
"426","5141","21183","2012",0,"E"
"426","5141","21183","2013",0,"E"
"426","261","21183","2010",0,"T"
"426","261","21183","2011",0,"T"
"426","261","21183","2012",0,"T"
"426","261","21183","2013",0,"T"
"426","271","21183","2010",0,"T"
"426","271","21183","2011",0,"T"
"426","271","21183","2012",0,"T"
"426","271","21183","2013",0,"T"
"426","281","21183","2010",0,"T"
"426","281","21183","2011",0,"T"
"426","281","21183","2012",0,"T"
"426","281","21183","2013",0,"T"
"426","664","21183","2010",0,"T"
"426","664","21183","2011",0,"T"
"426","664","21183","2012",0,"T"
"426","664","21183","2013",0,"T"
"426","674","21183","2010",0,"T"
"426","674","21183","2011",0,"T"
"426","674","21183","2012",0,"T"
"426","674","21183","2013",0,"T"
"426","684","21183","2010",0,"T"
"426","684","21183","2011",0,"T"
"426","684","21183","2012",0,"T"
"426","684","21183","2013",0,"T"
"426","665","21183","2010",0,"T"
"426","665","21183","2011",0,"T"
"426","665","21183","2012",0,"T"
"426","665","21183","2013",0,"T"
"426","5610","21170.92","2010",0,"E"
"426","5610","21170.92","2011",0,"E"
"426","5610","21170.92","2012",0,"E"
"426","5610","21170.92","2013",134,"T"
"426","5141","21170.92","2010",0,"E"
"426","5141","21170.92","2011",0,"E"
"426","5141","21170.92","2012",0,"E"
"426","5141","21170.92","2013",134,"E"
"426","261","21170.92","2010",0,"T"
"426","261","21170.92","2011",0,"T"
"426","261","21170.92","2012",0,"T"
"426","261","21170.92","2013",127.3536,"T"
"426","271","21170.92","2010",0,"T"
"426","271","21170.92","2011",0,"T"
"426","271","21170.92","2012",0,"T"
"426","271","21170.92","2013",24.31296,"T"
"426","281","21170.92","2010",0,"T"
"426","281","21170.92","2011",0,"T"
"426","281","21170.92","2012",0,"T"
"426","281","21170.92","2013",3.34464,"T"
"426","664","21170.92","2010",0,"T"
"426","664","21170.92","2011",0,"T"
"426","664","21170.92","2012",0,"T"
"426","664","21170.92","2013",0.169664,"T"
"426","674","21170.92","2010",0,"T"
"426","674","21170.92","2011",0,"T"
"426","674","21170.92","2012",0,"T"
"426","674","21170.92","2013",0.03239,"T"
"426","684","21170.92","2010",0,"T"
"426","684","21170.92","2011",0,"T"
"426","684","21170.92","2012",0,"T"
"426","684","21170.92","2013",0.004456,"T"
"426","665","21170.92","2010",0,"T"
"426","665","21170.92","2011",0,"T"
"426","665","21170.92","2012",0,"T"
"426","665","21170.92","2013",0.178518,"T"
"426","5113","21529.03","2010",1,"E"
"426","5113","21529.03","2011",1,"E"
"426","5113","21529.03","2012",1,"E"
"426","5113","21529.03","2013",1,"E"
"426","5610","21529.03","2010",0,"E"
"426","5610","21529.03","2011",0,"E"
"426","5610","21529.03","2012",0,"E"
"426","5610","21529.03","2013",5,"T"
"426","5165","21529.03","2013",5,"E"
"426","5113","F1172","2010",0,"E"
"426","5113","F1172","2011",0,"E"
"426","5113","F1172","2012",0,"E"
"426","5113","F1172","2013",0,"E"
"426","5610","F1172","2010",3500,"E"
"426","5610","F1172","2011",4000,"E"
"426","5610","F1172","2012",4000,"E"
"426","5610","F1172","2013",124,"T"
"426","5071","F1172","2010",0,"E"
"426","5071","F1172","2011",0,"E"
"426","5071","F1172","2012",0,"E"
"426","5071","F1172","2013",24.8,"E"
"426","5141","F1172","2010",3500,"E"
"426","5141","F1172","2011",4000,"E"
"426","5141","F1172","2012",4000,"E"
"426","5141","F1172","2013",99.2,"E"
"426","261","F1172","2010",7064.4,"T"
"426","261","F1172","2011",8073.6,"T"
"426","261","F1172","2012",8073.6,"T"
"426","261","F1172","2013",200.22528,"T"
"426","271","F1172","2010",873.915,"T"
"426","271","F1172","2011",998.76,"T"
"426","271","F1172","2012",998.76,"T"
"426","271","F1172","2013",24.769248,"T"
"426","281","F1172","2010",380.625,"T"
"426","281","F1172","2011",435,"T"
"426","281","F1172","2012",435,"T"
"426","281","F1172","2013",10.788,"T"
"426","664","F1172","2010",9.695434,"T"
"426","664","F1172","2011",10.982797,"T"
"426","664","F1172","2012",10.872959,"T"
"426","664","F1172","2013",0.266745,"T"
"426","674","F1172","2010",1.199392,"T"
"426","674","F1172","2011",1.358648,"T"
"426","674","F1172","2012",1.34506,"T"
"426","674","F1172","2013",0.032998,"T"
"426","684","F1172","2010",0.522383,"T"
"426","684","F1172","2011",0.591746,"T"
"426","684","F1172","2012",0.585828,"T"
"426","684","F1172","2013",0.014372,"T"
"426","665","F1172","2010",4.803525,"T"
"426","665","F1172","2011",5.441338,"T"
"426","665","F1172","2012",5.38692,"T"
"426","665","F1172","2013",0.132157,"T"
"426","5113","02910","2010",2.8,"E"
"426","5113","02910","2011",2.8,"E"
"426","5113","02910","2012",2.8,"E"
"426","5113","02910","2013",2.8,"E"
"426","5610","02910","2010",0,"E"
"426","5610","02910","2011",0,"E"
"426","5610","02910","2012",0,"E"
"426","5610","02910","2013",14,"T"
"426","5071","02910","2010",0,"E"
"426","5071","02910","2011",0,"E"
"426","5071","02910","2012",0,"E"
"426","5071","02910","2013",-0.135936,"E"
"426","5141","02910","2010",0,"E"
"426","5141","02910","2011",0,"E"
"426","5141","02910","2012",0,"E"
"426","5141","02910","2013",14.135936,"I"
"426","261","02910","2010",0,"T"
"426","261","02910","2011",0,"T"
"426","261","02910","2012",0,"T"
"426","261","02910","2013",46.36587,"T"
"426","271","02910","2010",0,"T"
"426","271","02910","2011",0,"T"
"426","271","02910","2012",0,"T"
"426","271","02910","2013",0.042408,"T"
"426","281","02910","2010",0,"T"
"426","281","02910","2011",0,"T"
"426","281","02910","2012",0,"T"
"426","281","02910","2013",0,"T"
"426","664","02910","2010",0,"T"
"426","664","02910","2011",0,"T"
"426","664","02910","2012",0,"T"
"426","664","02910","2013",0.06177,"T"
"426","674","02910","2010",0,"T"
"426","674","02910","2011",0,"T"
"426","674","02910","2012",0,"T"
"426","674","02910","2013",0.000056,"T"
"426","684","02910","2010",0,"T"
"426","684","02910","2011",0,"T"
"426","684","02910","2012",0,"T"
"426","684","02910","2013",0,"T"
"426","665","02910","2010",0,"T"
"426","665","02910","2011",0,"T"
"426","665","02910","2012",0,"T"
"426","665","02910","2013",0.018832,"T"
"426","5610","02959.99","2010",0,"E"
"426","5610","02959.99","2011",0,"E"
"426","5610","02959.99","2012",0,"E"
"426","5610","02959.99","2013",0,"E"
"426","5510","02943.02","2010",260,"E"
"426","5510","02943.02","2011",260,"E"
"426","5610","02943.02","2010",0,"E"
"426","5610","02943.02","2011",0,"E"
"426","5610","02943.02","2012",0,"E"
"426","5610","02943.02","2013",0,"E"
"426","5910","02943.02","2010",20,"E"
"426","5910","02943.02","2011",20,"E"
"426","5910","02943.02","2012",20,"E"
"426","5910","02943.02","2013",96,"T"
"426","5166","02943.02","2010",240,"I"
"426","5166","02943.02","2011",240,"I"
"426","5166","02943.02","2012",-20,"I"
"426","5166","02943.02","2013",-96,"I"
"426","5113","F1232","2010",96,"E"
"426","5113","F1232","2011",62,"E"
"426","5113","F1232","2012",62,"E"
"426","5113","F1232","2013",0,"E"
"426","5610","F1232","2010",48,"T"
"426","5610","F1232","2011",10,"T"
"426","5610","F1232","2012",31,"T"
"426","5610","F1232","2013",5756,"T"
"426","5071","F1232","2010",-34,"E"
"426","5071","F1232","2011",0,"E"
"426","5071","F1232","2012",-62,"E"
"426","5071","F1232","2013",1151.2,"E"
"426","5141","F1232","2010",82,"E"
"426","5141","F1232","2011",10,"E"
"426","5141","F1232","2012",93,"E"
"426","5141","F1232","2013",4604.8,"E"
"426","261","F1232","2010",90.2,"T"
"426","261","F1232","2011",11,"T"
"426","261","F1232","2012",102.3,"T"
"426","261","F1232","2013",5065.28,"T"
"426","271","F1232","2010",5.494,"T"
"426","271","F1232","2011",0.67,"T"
"426","271","F1232","2012",6.231,"T"
"426","271","F1232","2013",308.5216,"T"
"426","281","F1232","2010",0.902,"T"
"426","281","F1232","2011",0.11,"T"
"426","281","F1232","2012",1.023,"T"
"426","281","F1232","2013",50.6528,"T"
"426","664","F1232","2010",0.123794,"T"
"426","664","F1232","2011",0.014964,"T"
"426","664","F1232","2012",0.13777,"T"
"426","664","F1232","2013",6.748093,"T"
"426","674","F1232","2010",0.00754,"T"
"426","674","F1232","2011",0.000911,"T"
"426","674","F1232","2012",0.008391,"T"
"426","674","F1232","2013",0.41102,"T"
"426","684","F1232","2010",0.001238,"T"
"426","684","F1232","2011",0.00015,"T"
"426","684","F1232","2012",0.001378,"T"
"426","684","F1232","2013",0.067481,"T"
"426","665","F1232","2010",0.11254,"T"
"426","665","F1232","2011",0.013603,"T"
"426","665","F1232","2012",0.125246,"T"
"426","665","F1232","2013",6.13463,"T"
"426","5113","21700.02","2010",253.445235,"E"
"426","5113","21700.02","2011",253.445235,"E"
"426","5113","21700.02","2012",45.434764,"E"
"426","5113","21700.02","2013",0,"E"
"426","5610","21700.02","2010",115,"T"
"426","5610","21700.02","2011",227,"T"
"426","5610","21700.02","2012",411,"T"
"426","5610","21700.02","2013",743,"T"
"426","5071","21700.02","2010",0,"E"
"426","5071","21700.02","2011",-208.010471,"E"
"426","5071","21700.02","2012",-45.434764,"E"
"426","5071","21700.02","2013",148.6,"E"
"426","5141","21700.02","2010",115,"E"
"426","5141","21700.02","2011",435.010471,"I"
"426","5141","21700.02","2012",456.434764,"I"
"426","5141","21700.02","2013",594.4,"E"
"426","261","21700.02","2010",845.25,"T"
"426","261","21700.02","2011",3197.326962,"T"
"426","261","21700.02","2012",3354.795515,"T"
"426","261","21700.02","2013",4368.84,"T"
"426","271","21700.02","2010",0.23,"T"
"426","271","21700.02","2011",0.870021,"T"
"426","271","21700.02","2012",0.91287,"T"
"426","271","21700.02","2013",1.1888,"T"
"426","281","21700.02","2010",93.495,"T"
"426","281","21700.02","2011",353.663513,"T"
"426","281","21700.02","2012",371.081463,"T"
"426","281","21700.02","2013",483.2472,"T"
"426","664","21700.02","2010",1.160051,"T"
"426","664","21700.02","2011",4.349434,"T"
"426","664","21700.02","2012",4.518003,"T"
"426","664","21700.02","2013",5.820278,"T"
"426","674","21700.02","2010",0.000316,"T"
"426","674","21700.02","2011",0.001184,"T"
"426","674","21700.02","2012",0.001229,"T"
"426","674","21700.02","2013",0.001584,"T"
"426","684","21700.02","2010",0.128316,"T"
"426","684","21700.02","2011",0.481101,"T"
"426","684","21700.02","2012",0.499747,"T"
"426","684","21700.02","2013",0.643794,"T"
"426","665","21700.02","2010",0.15783,"T"
"426","665","21700.02","2011",0.59176,"T"
"426","665","21700.02","2012",0.614694,"T"
"426","665","21700.02","2013",0.791875,"T"
"426","5610","21119.90","2010",0,"E"
"426","5610","21119.90","2011",0,"E"
"426","5610","21119.90","2012",0,"E"
"426","5610","21119.90","2013",134,"T"
"426","5141","21119.90","2013",134,"E"
"426","261","21119.90","2013",188.672,"T"
"426","271","21119.90","2013",25.23488,"T"
"426","281","21119.90","2013",9.66944,"T"
"426","664","21119.90","2013",0.251354,"T"
"426","674","21119.90","2013",0.033619,"T"
"426","684","21119.90","2013",0.012882,"T"
"426","665","21119.90","2013",0.178518,"T"
"426","5113","21439.9","2010",0,"E"
"426","5113","21439.9","2011",0,"E"
"426","5113","21439.9","2012",0,"E"
"426","5113","21439.9","2013",0,"E"
"426","5610","21439.9","2010",1200,"E"
"426","5610","21439.9","2011",1200,"E"
"426","5610","21439.9","2012",1200,"E"
"426","5610","21439.9","2013",15964,"T"
"426","5071","21439.9","2010",0,"E"
"426","5071","21439.9","2011",0,"E"
"426","5071","21439.9","2012",0,"E"
"426","5071","21439.9","2013",3192.8,"E"
"426","5141","21439.9","2010",1200,"E"
"426","5141","21439.9","2011",1200,"E"
"426","5141","21439.9","2012",1200,"E"
"426","5141","21439.9","2013",12771.2,"E"
"426","261","21439.9","2010",576,"T"
"426","261","21439.9","2011",576,"T"
"426","261","21439.9","2012",576,"T"
"426","261","21439.9","2013",6130.176,"T"
"426","271","21439.9","2010",4.8,"T"
"426","271","21439.9","2011",4.8,"T"
"426","271","21439.9","2012",4.8,"T"
"426","271","21439.9","2013",51.0848,"T"
"426","281","21439.9","2010",1.2,"T"
"426","281","21439.9","2011",1.2,"T"
"426","281","21439.9","2012",1.2,"T"
"426","281","21439.9","2013",12.7712,"T"
"426","664","21439.9","2010",0.790523,"T"
"426","664","21439.9","2011",0.783553,"T"
"426","664","21439.9","2012",0.775716,"T"
"426","664","21439.9","2013",8.166774,"T"
"426","674","21439.9","2010",0.006588,"T"
"426","674","21439.9","2011",0.00653,"T"
"426","674","21439.9","2012",0.006464,"T"
"426","674","21439.9","2013",0.068056,"T"
"426","684","21439.9","2010",0.001647,"T"
"426","684","21439.9","2011",0.001632,"T"
"426","684","21439.9","2012",0.001616,"T"
"426","684","21439.9","2013",0.017014,"T"
"426","665","21439.9","2010",1.646923,"T"
"426","665","21439.9","2011",1.632401,"T"
"426","665","21439.9","2012",1.616076,"T"
"426","665","21439.9","2013",17.014112,"T"
"426","511","F0001","2010",1996.251,"T"
"426","511","F0001","2011",2014.009,"T"
"426","511","F0001","2012",2034.3545,"T"
"426","511","F0001","2013",2056.504,"T"
